p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se	id	trait	subcategory	note	category	consortium	priority	author	year	unit	mr	sample_size	nsnp	population	sex	pmid	ontology	build	group_name	ncase	ncontrol	sd	doi
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004603.hm3.sumstats.gz	-0.0071	0.0148	-0.4794	0.6317	0.2403	0.0194	0.9907	0.0279	0.0122	0.0081	ebi-a-GCST004603	Platelet count	NA	NA	NA	NA	0	Astle WJ	2016	NA	1	166066	29148896	European	NA	27863252	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-28.hm3.sumstats.gz	-0.0848	0.0256	-3.309	9e-4	0.0527	0.0035	1.0561	0.0103	-0.0102	0.0088	ukb-a-28	Average weekly beer plus cider intake	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	241447	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-16855.hm3.sumstats.gz	0.1559	0.0392	3.9814	6.8516e-5	0.0085	0.0012	1.0153	0.0075	-0.0078	0.0074	ukb-b-16855	Cancer diagnosed by doctor	NA	2453: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	461311	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	36167	425144	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-17999.hm3.sumstats.gz	0.1677	0.0228	7.3559	1.8968e-13	0.0426	0.0024	1.036	0.0096	-5e-4	0.0077	ukb-b-17999	Weekly usage of mobile phone in last 3 months	NA	1120: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	386626	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-11158.hm3.sumstats.gz	-0.1436	0.0355	-4.0491	5.1408e-5	0.0122	0.0015	1.055	0.0077	-0.0089	0.0079	ukb-b-11158	Aide-memoire completed	NA	111: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	462933	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	370230	92703	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-16399.hm3.sumstats.gz	0.2714	0.0262	10.3711	3.3568000000000005e-25	0.0257	0.0017	1.0733	0.0098	0.0052	0.009	ukb-b-16399	Main speciality of consultant (recoded): Trauma and orthopaedics	NA	41245#1840: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	461797	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	70656	391141	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1088.hm3.sumstats.gz	-0.0807	0.0306	-2.6343	0.0084	0.0555	0.0052	1.0188	0.0087	0.0053	0.0073	ieu-a-1088	Sleep duration	Sleeping	Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR	Risk factor	UK Biobank	1	Jones	2016	SD	1	128266	16761226	European	Males and Females	27494321	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST003839.hm3.sumstats.gz	-0.0806	0.0305	-2.6379	0.0083	0.0557	0.0053	1.0187	0.0086	0.0056	0.007	ebi-a-GCST003839	Sleep duration	NA	NA	NA	NA	0	Jones SE	2016	NA	1	127573	16570056	European	NA	27494321	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-5115.hm3.sumstats.gz	0.5205	0.0344	15.151	7.458799999999999e-52	0.0156	0.0015	1.0402	0.0092	-0.0022	0.0091	ukb-b-5115	Diagnoses - secondary ICD10: Z72.0 Tobacco use	NA	41204#Z720: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	463010	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	13421	449589	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-6244.hm3.sumstats.gz	0.274	0.0294	9.3062	1.3249e-20	0.0297	0.0021	1.0445	0.0097	0.0014	0.0084	ukb-b-6244	Exposure to tobacco smoke outside home	NA	1279: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	391502	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-228.hm3.sumstats.gz	0.2721	0.0662	4.1134	3.899e-5	0.0116	0.0034	2.1359	0.0164	0.0103	0.0115	ukb-a-228	Home area population density - urban or rural: Scotland - Large Urban Area	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	333997	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	18867	315130	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-20.hm3.sumstats.gz	-0.2656	0.0323	-8.2334	1.8191e-16	0.0314	0.0025	1.0184	0.009	0.0016	0.0082	ukb-a-20	Exposure to tobacco smoke outside home	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	286550	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-12026.hm3.sumstats.gz	0.3632	0.0365	9.9361	2.901e-23	0.0118	0.0015	1.0423	0.0093	0.0036	0.0079	ukb-b-12026	Ever had same-sex intercourse	NA	2159: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	418120	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	14480	403640	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-2227.hm3.sumstats.gz	-0.0143	0.0292	-0.4897	0.6244	0.0348	0.0032	1.0185	0.0082	-0.0093	0.008	ukb-b-2227	Number of children fathered	NA	2405: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	209872	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-20498.hm3.sumstats.gz	0.1623	0.0211	7.7065	1.2927e-14	0.0514	0.0025	1.0252	0.0113	0.0038	0.0094	ukb-b-20498	Number of incorrect matches in round	NA	399: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	462302	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-5666.hm3.sumstats.gz	0.0307	0.0277	1.109	0.2674	0.0235	0.0023	1.0352	0.0093	0.0038	0.0074	ukb-b-5666	Interpolated Age of participant when operation took place	NA	20011: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	364083	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-5445.hm3.sumstats.gz	-0.2278	0.0407	-5.5924	2.24e-8	0.0106	0.0014	1.0438	0.0079	-0.0066	0.0075	ukb-b-5445	Number in household	NA	709: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	459988	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-48.hm3.sumstats.gz	-0.4828	0.0182	-26.5586	2.0424e-155	0.0624	0.0034	1.019	0.0113	-0.0091	0.0092	ukb-a-48	Sensitivity / hurt feelings	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	327832	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	182340	145492	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-13423.hm3.sumstats.gz	-0.174	0.0266	-6.5532	5.6314e-11	0.0255	0.0021	1.0948	0.0096	-0.0088	0.0081	ukb-b-13423	Breastfed as a baby	NA	1677: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	352094	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	251150	100944	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-33.hm3.sumstats.gz	0.1819	0.0292	6.2252	4.8088e-10	0.0248	0.0026	1.0255	0.0087	0.0073	0.0075	ukb-a-33	Breastfed as a baby	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	255881	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	181621	74260	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-9942.hm3.sumstats.gz	0.2124	0.0305	6.955	3.5255e-12	0.0161	0.0018	1.1829	0.0102	0.013	0.0076	ukb-b-9942	Nitrogen dioxide air pollution; 2010	NA	24003: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	456380	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-12417.hm3.sumstats.gz	0.248	0.031	8	1.2444e-15	0.0157	0.0017	1.1657	0.0099	0.0163	0.0076	ukb-b-12417	Nitrogen oxides air pollution; 2010	NA	24004: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	456380	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4171.hm3.sumstats.gz	-0.0773	0.0244	-3.1687	0.0015	0.0359	0.0018	1.0558	0.01	0.0014	0.0094	ukb-b-4171	Leisure/social activities: Pub or social club	NA	6160#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	461369	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	125532	335837	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-5174.hm3.sumstats.gz	0.089	0.0237	3.7493	2e-4	0.0529	0.003	1.056	0.011	0.0052	0.0084	ukb-b-5174	Average weekly beer plus cider intake	NA	1588: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	327634	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-492.hm3.sumstats.gz	0.0543	0.028	1.9395	0.0524	0.0262	0.002	1.0071	0.008	-0.0076	0.0069	ukb-a-492	Mineral and other dietary supplements: Fish oil (including cod liver oil)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	336314	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	106738	229576	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-493.hm3.sumstats.gz	-0.038	0.0279	-1.362	0.1732	0.0296	0.0022	1.0086	0.0081	0.0014	0.0075	ukb-a-493	Mineral and other dietary supplements: None of the above	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	336314	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	191371	144943	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-1355.hm3.sumstats.gz	-0.0976	0.0305	-3.201	0.0014	0.0394	0.0033	1.0367	0.0079	-0.0011	0.008	ukb-b-1355	Number of diet questionnaires completed	NA	20077: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	198623	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-1707.hm3.sumstats.gz	0.0897	0.0302	2.9668	0.003	0.0319	0.0022	1.0352	0.009	-7e-4	0.008	ukb-b-1707	Average weekly spirits intake	NA	1598: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	326565	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-1150_2.hm3.sumstats.gz	-0.051	0.0314	-1.6251	0.1042	0.0253	0.0031	1.01	0.0105	-0.0133	0.0078	ukb-d-1150_2	Usual side of head for mobile phone use: Right	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	303009	13585048	European	Males and Females	NA	NA	HG19/GRCh37	public	175355	127654	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-6019.hm3.sumstats.gz	0.2339	0.033	7.096	1.2842e-12	0.0868	0.0114	1.0169	0.0104	-9e-4	0.0081	ukb-b-6019	Number of cigarettes previously smoked daily	NA	2887: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	108946	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-17400.hm3.sumstats.gz	-0.0389	0.0187	-2.0813	0.0374	0.0593	0.0025	1.0355	0.0115	-0.0019	0.008	ukb-b-17400	Snoring	NA	1210: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	430438	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	270007	160431	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-298.hm3.sumstats.gz	-0.1051	0.0257	-4.0936	4.2469e-5	0.035	0.0018	1.0402	0.0086	-0.013	0.0084	ukb-b-298	Frequency of stair climbing in last 4 weeks	NA	943: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	458309	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST009760.hm3.sumstats.gz	0.0354	0.0192	1.8464	0.0648	0.0605	0.0026	1.0308	0.0108	0.0022	0.0081	ebi-a-GCST009760	Snoring	NA	NA	NA	NA	0	Campos AI	2020	NA	1	408317	10707662	European	NA	32060260	NA	HG19/GRCh37	public	152302	256015	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-514.hm3.sumstats.gz	0.1003	0.0276	3.6339	3e-4	0.0335	0.0023	1.0244	0.0086	0.0124	0.0079	ukb-a-514	Frequency of stair climbing in last 4 weeks	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	334169	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-4803_0.hm3.sumstats.gz	-0.3467	0.028	-12.4006	2.5953e-35	0.0606	0.0045	0.9985	0.007	0.0073	0.0074	ukb-d-4803_0	Tinnitus: No, never	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	117882	13567874	European	Males and Females	NA	NA	HG19/GRCh37	public	83615	34267	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4514.hm3.sumstats.gz	0.0345	0.0316	1.0929	0.2744	0.0591	0.0059	1.0231	0.0075	0.0041	0.007	ukb-b-4514	3mm strong meridian angle (right)	NA	5107: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	96007	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-3549.hm3.sumstats.gz	-0.0775	0.0293	-2.6472	0.0081	0.0712	0.0068	1.0153	0.0083	0.0028	0.0076	ukb-b-3549	3mm strong meridian angle (left)	NA	5104: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	95998	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-318.hm3.sumstats.gz	0.0336	0.0213	1.574	0.1155	0.1079	0.0068	1.0202	0.0108	-8e-4	0.0079	ukb-a-318	Birth weight of first child	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	145558	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4886.hm3.sumstats.gz	-0.062	0.0197	-3.1464	0.0017	0.0412	0.0021	1.0184	0.0095	-0.0024	0.0073	ukb-b-4886	Number of days/week walked 10+ minutes	NA	864: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	454783	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-1666.hm3.sumstats.gz	-0.0864	0.0418	-2.065	0.0389	0.012	0.0019	1.5831	0.0113	-0.0222	0.0095	ukb-b-1666	Home location at assessment - east co-ordinate (rounded)	NA	20074: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	458557	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-2053.hm3.sumstats.gz	0.5554	0.025	22.2292	1.7932e-109	0.075	0.0044	1.0285	0.0084	0.0084	0.0086	ukb-b-2053	Health satisfaction	NA	4548: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	152420	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST009761.hm3.sumstats.gz	-0.0387	0.0203	-1.9094	0.0562	0.0527	0.0025	1.0352	0.0109	6e-4	0.008	ebi-a-GCST009761	Snoring	NA	NA	NA	NA	0	Campos AI	2020	NA	1	407066	10707669	European	NA	32060260	NA	HG19/GRCh37	public	151836	255230	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-10912.hm3.sumstats.gz	0.1708	0.0266	6.4203	1.3604e-10	0.0371	0.0064	1.1017	0.0507	0.0096	0.0079	ukb-b-10912	Non-cancer illness code, self-reported: high cholesterol	NA	20002#1473: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	462933	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	56753	406180	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1083.hm3.sumstats.gz	-0.0277	0.024	-1.1577	0.247	0.103	0.0074	1.0393	0.0109	0.0127	0.0077	ieu-a-1083	Birth weight	Anthropometric	BW Z-score transformed	Risk factor	NA	1	Horikoshi	2016	SD	1	143677	16245524	European	Males and Females	27680694	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST007557.hm3.sumstats.gz	-0.0276	0.0238	-1.1578	0.247	0.1079	0.0077	1.0453	0.0112	0.0129	0.0076	ebi-a-GCST007557	Birth weight	NA	NA	NA	NA	0	Horikoshi M	2016	NA	1	133903	16066537	European	NA	27680694	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004607.hm3.sumstats.gz	-0.0017	0.0162	-0.1069	0.9149	0.2116	0.0187	1.0174	0.0295	0.0082	0.008	ebi-a-GCST004607	Plateletcrit	NA	NA	NA	NA	0	Astle WJ	2016	NA	1	164339	29147151	European	NA	27863252	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-1448_3.hm3.sumstats.gz	-0.124	0.0247	-5.0191	5.1909e-7	0.0464	0.0025	1.0369	0.0098	-0.0116	0.0086	ukb-d-1448_3	Bread type: Wholemeal or wholegrain	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	348424	13586247	European	Males and Females	NA	NA	HG19/GRCh37	public	201013	147411	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-224.hm3.sumstats.gz	-0.2674	0.025	-10.7145	8.700300000000001e-27	0.0516	0.0029	1.0187	0.0103	-0.0051	0.009	ukb-a-224	Smoking status: Previous	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	336024	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	118419	217605	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-254.hm3.sumstats.gz	-0.1238	0.0312	-3.9619	7.4364e-5	0.0826	0.0101	1.0008	0.009	0.0048	0.0075	ukb-a-254	Doctor diagnosed hayfever or allergic rhinitis	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	83529	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	18934	64595	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-326.hm3.sumstats.gz	-0.3805	0.0352	-10.8158	2.8974000000000002e-27	0.0304	0.0033	1.0109	0.0075	-0.0098	0.0075	ukb-a-326	Had other major operations	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	179567	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	120566	59001	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-14609.hm3.sumstats.gz	0.1657	0.0252	6.5639	5.2411e-11	0.0294	0.002	1.0495	0.013	0.012	0.0087	ukb-b-14609	Treatment/medication code: metformin	NA	20003#1140884600: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	462933	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	11552	451381	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-1747_4.hm3.sumstats.gz	0.0143	0.016	0.8952	0.3707	0.1136	0.0257	1.0631	0.0722	0.0012	0.0084	ukb-d-1747_4	Hair colour (natural, before greying): Dark brown	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	360270	13586531	European	Males and Females	NA	NA	HG19/GRCh37	public	134627	225643	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-14146.hm3.sumstats.gz	0.0239	0.0223	1.0698	0.2847	0.2068	0.0132	1.0658	0.0172	0.001	0.0077	ukb-b-14146	Intra-ocular pressure, Goldmann-correlated (right)	NA	5255: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	97653	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST006366.hm3.sumstats.gz	0.0866	0.0325	2.6637	0.0077	0.3231	0.0403	1.0129	0.0114	-0.0134	0.007	ebi-a-GCST006366	Central corneal thickness	NA	NA	NA	NA	0	Iglesias AI	2018	NA	1	17803	8131508	European	NA	29760442	NA	HG19/GRCh37	public	NA	NA	NA	NA
