p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se	id	trait	subcategory	note	category	consortium	priority	author	year	unit	mr	sample_size	nsnp	population	sex	pmid	ontology	build	group_name	ncase	ncontrol	sd	doi
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1167.hm3.sumstats.gz	0.1033	0.0266	3.8793	1e-4	0.4568	0.049	1.0502	0.0148	-0.01	0.0074	ieu-a-1167	ER+ Breast cancer (GWAS)	Cancer	NA	Disease	BCAC	0	Michailidou K	2015	log odds	1	22286	13011123	European	Females	25751625	NA	HG19/GRCh37	public	4202	18084	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1168.hm3.sumstats.gz	0.0889	0.0243	3.6641	2e-4	0.3739	0.037	1.0699	0.0158	-0.0026	0.0077	ieu-a-1168	Breast cancer (GWAS)	Cancer	NA	Disease	BCAC	0	Michailidou K	2015	log odds	1	33832	13011123	European	Females	25751625	NA	HG19/GRCh37	public	15748	18084	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1130.hm3.sumstats.gz	0.0936	0.0254	3.6904	2e-4	0.136	0.016	1.0673	0.015	-0.0066	0.0075	ieu-a-1130	Breast cancer (iCOGS)	Cancer	NA	Disease	BCAC	1	Michailidou K	2017	log odds	1	89677	10680257	European	Females	29059683	NA	HG19/GRCh37	public	46785	42892	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1132.hm3.sumstats.gz	0.0038	0.0232	0.1622	0.8712	0.1339	0.0192	1.0508	0.0168	0.0124	0.0077	ieu-a-1132	ER+ Breast cancer (Oncoarray)	Cancer	NA	Disease	BCAC	1	Michailidou K	2017	log odds	1	83691	10680257	European	Females	29059683	NA	HG19/GRCh37	public	38197	45494	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-41231_1.hm3.sumstats.gz	0.5392	0.0365	14.7854	1.8205e-49	0.019	0.0019	1.1038	0.0082	0.0415	0.0084	ukb-d-41231_1	Hospital episode type: General episode	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	246807	114387	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1129.hm3.sumstats.gz	0.0126	0.023	0.5472	0.5842	0.111	0.0147	1.0543	0.0162	0.0129	0.0082	ieu-a-1129	Breast cancer (Oncoarray)	Cancer	NA	Disease	BCAC	1	Michailidou K	2017	log odds	1	106776	10680257	European	Females	29059683	NA	HG19/GRCh37	public	61282	45494	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST006586.hm3.sumstats.gz	0.033	0.0213	1.5479	0.1216	0.0467	0.0024	1.0161	0.01	0.0028	0.0076	ebi-a-GCST006586	Urinary albumin excretion	NA	NA	NA	NA	0	Haas ME	2018	NA	1	382500	11684850	European	NA	30220432	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-671.hm3.sumstats.gz	0.0973	0.0272	3.5786	3e-4	0.0232	0.0025	1.0653	0.0098	0.026	0.0073	ukb-b-671	Interpolated Year when operation took place	NA	20010: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	364083	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-511.hm3.sumstats.gz	0.0448	0.0251	1.7893	0.0736	0.0363	0.0023	1.0216	0.0082	0.0114	0.0077	ukb-a-511	Number of days/week of vigorous physical activity 10+ minutes	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	321533	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-ICDMAIN_ANY_ENTRY.hm3.sumstats.gz	0.5724	0.0263	21.74	8.581899999999998e-105	0.0262	0.0018	1.0222	0.0084	0.0419	0.0086	ukb-d-ICDMAIN_ANY_ENTRY	Any ICDMAIN event in hilmo or causes of death	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	282009	79185	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1131.hm3.sumstats.gz	0.0932	0.0358	2.6011	0.0093	0.1347	0.0208	1.0101	0.009	0.0163	0.0066	ieu-a-1131	Breast cancer (GWAS)	Cancer	NA	Disease	BCAC	1	Michailidou K	2017	log odds	1	32498	10680257	European	Females	29059683	NA	HG19/GRCh37	public	14910	17588	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-41215_0.hm3.sumstats.gz	0.5958	0.0858	6.9398	3.9275e-12	0.0054	0.0014	1.0202	0.0072	0.0084	0.0077	ukb-d-41215_0	Detention categories: Informal, not formally detained	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	28228	332966	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST90002352.hm3.sumstats.gz	-9e-4	0.0252	-0.0361	0.9712	0.0815	0.0131	1.0575	0.0114	0.0112	0.0068	ebi-a-GCST90002352	Neutrophil count	NA	NA	NA	NA	0	Chen MH	2020	NA	1	78744	14993933	East Asian	NA	32888493	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004634.hm3.sumstats.gz	-0.0146	0.0254	-0.5729	0.5667	0.0583	0.0093	0.9989	0.0174	0.0059	0.0082	ebi-a-GCST004634	Basophil percentage of granulocytes	NA	NA	NA	NA	0	Astle WJ	2016	NA	1	170223	29164596	European	NA	27863252	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004631.hm3.sumstats.gz	-0.0073	0.0264	-0.2772	0.7816	0.0554	0.0097	1.004	0.0192	0.0053	0.0084	ebi-a-GCST004631	Basophil percentage of white cells	NA	NA	NA	NA	0	Astle WJ	2016	NA	1	171996	29167217	European	NA	27863252	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-19409.hm3.sumstats.gz	0.5921	0.1304	4.5418	5.5766e-6	0.0029	0.0012	1.0014	0.008	0.0166	0.0093	ukb-b-19409	Diagnoses - secondary ICD10: R10.4 Other and unspecified abdominal pain	NA	41204#R104: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	463010	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	4649	458361	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-19202.hm3.sumstats.gz	-0.0301	0.0983	-0.306	0.7596	0.0103	0.0074	1.0144	0.0076	-0.0054	0.0092	ukb-b-19202	Type of fat/oil used in cooking: Normal fat butter	NA	20090#362: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	64949	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	4742	60207	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-12741.hm3.sumstats.gz	0.39	0.0334	11.6615	2.0046000000000002e-31	0.0118	0.0013	1.0253	0.0079	0.0343	0.008	ukb-b-12741	Operative procedures - secondary OPCS: Z27.2 Stomach	NA	41210#Z272: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	463010	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	22239	440771	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-1160.hm3.sumstats.gz	0.0174	0.1356	0.1285	0.8977	0.0042	0.006	0.9956	0.0065	-1e-4	0.0075	ukb-b-1160	Chocolate-covered raisin intake	NA	102300: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	64949	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-980.hm3.sumstats.gz	-0.0578	0.0267	-2.1605	0.0307	0.1274	0.0157	0.975	0.0091	0.0026	0.0064	ieu-a-980	Femoral neck bone mineral density	Bone	SD value corresponds to original distribution	Risk factor	GEFOS	1	Zheng	2015	SD (g/cm^2)	1	32735	10586900	Mixed	Males and Females	26367794	NA	HG19/GRCh37	public	NA	NA	0.41	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-7460.hm3.sumstats.gz	0.3491	0.0267	13.0748	4.5847e-39	0.1091	0.0094	1.0403	0.0117	0.0191	0.0081	ukb-b-7460	Pack years adult smoking as proportion of life span exposed to smoking	NA	20162: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	142387	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-10831.hm3.sumstats.gz	0.3319	0.0273	12.1785	4.0471e-34	0.0943	0.0084	1.0339	0.0114	0.013	0.0078	ukb-b-10831	Pack years of smoking	NA	20161: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	142387	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-2732.hm3.sumstats.gz	-0.3784	0.0556	-6.8045	1.0138e-11	0.088	0.019	1.0318	0.0086	-0.0127	0.008	ukb-b-2732	Time from waking to first cigarette	NA	3466: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	33304	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-8133.hm3.sumstats.gz	0.1449	0.0263	5.5025	3.7448e-8	0.0716	0.0068	1.0217	0.0087	0.0089	0.0082	ukb-b-8133	Light smokers, at least 100 smokes in lifetime	NA	2644: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	123894	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	57021	66873	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4943.hm3.sumstats.gz	0.2719	0.0253	10.7421	6.4572000000000005e-27	0.0221	0.0018	1.0417	0.0097	0.0045	0.0077	ukb-b-4943	Frequency of solarium/sunlamp use	NA	2277: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	436185	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-1867.hm3.sumstats.gz	0.4716	0.0316	14.9111	2.7918e-50	0.0211	0.0016	1.0206	0.0089	0.0358	0.0088	ukb-b-1867	Attendance/disability/mobility allowance: Blue badge	NA	6146#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	459354	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	16449	442905	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4864.hm3.sumstats.gz	-0.0055	0.0198	-0.2759	0.7826	0.1001	0.0095	1.0462	0.018	-0.0123	0.0082	ieu-b-4864	Total Testosterone	NA	Output from UKBiobank - stratified by sex	NA	NA	0	Rebecca Richmond	2020	NA	1	199569	12321875	European	Females	NA	NCIT:C74793	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-5209.hm3.sumstats.gz	-0.112	0.0464	-2.4144	0.0158	0.0373	0.0087	1.0299	0.0083	4e-4	0.0075	ukb-b-5209	Added milk to standard tea	NA	100460: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	64949	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-703.hm3.sumstats.gz	-0.2238	0.0289	-7.747	9.412e-15	0.0264	0.0019	1.0583	0.0075	-0.0118	0.0077	ukb-b-703	Duration walking for pleasure	NA	981: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	328153	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-516.hm3.sumstats.gz	0.2344	0.0335	7.0018	2.5263e-12	0.0256	0.0025	1.0084	0.0075	0.0113	0.0083	ukb-a-516	Duration walking for pleasure	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	240788	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-17557.hm3.sumstats.gz	-0.1252	0.025	-5.0076	5.5124e-7	0.0266	0.0016	1.0532	0.0083	-0.017	0.0073	ukb-b-17557	Types of transport used (excluding work): Cycle	NA	6162#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	460491	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	33155	427336	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-481.hm3.sumstats.gz	0.1557	0.0296	5.2566	1.4672e-7	0.0237	0.0019	1.0283	0.0076	0.0094	0.007	ukb-a-481	Types of transport used (excluding work): Cycle	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	335650	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	23918	311732	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-300.hm3.sumstats.gz	0.009	0.0197	0.4578	0.6471	0.1815	0.0586	0.911	0.0884	-0.0032	0.0082	ieu-a-300	LDL cholesterol	Lipid	NA	Risk factor	GLGC	1	Willer CJ	2013	SD (mg/dL)	1	173082	2437752	Mixed	Males and Females	24097068	NA	HG19/GRCh37	public	NA	NA	38.6745912	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST002222.hm3.sumstats.gz	0.0058	0.025	0.2335	0.8154	0.1015	0.0379	0.9957	0.0666	-5e-4	0.0079	ebi-a-GCST002222	LDL cholesterol	NA	NA	NA	NA	0	Willer CJ	2013	NA	1	94595	2409690	European	NA	24097068	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-301.hm3.sumstats.gz	0.0154	0.0185	0.8326	0.4051	0.2136	0.0485	0.8606	0.0661	-0.0014	0.0083	ieu-a-301	Total cholesterol	Lipid	NA	Risk factor	GLGC	1	Willer CJ	2013	SD (mg/dL)	1	187365	2446982	Mixed	Males and Females	24097068	NA	HG19/GRCh37	public	NA	NA	41.75071927	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST002221.hm3.sumstats.gz	0.0236	0.0244	0.9688	0.3327	0.127	0.0462	0.98	0.0765	-0.0032	0.0079	ebi-a-GCST002221	Cholesterol, total	NA	NA	NA	NA	0	Willer CJ	2013	NA	1	94595	2418562	European	NA	24097068	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-299.hm3.sumstats.gz	-0.0807	0.0193	-4.1778	2.9429e-5	0.2517	0.0401	0.7984	0.0304	-0.003	0.0078	ieu-a-299	HDL cholesterol	Lipid	NA	Risk factor	GLGC	1	Willer CJ	2013	SD (mg/dL)	1	187167	2447442	Mixed	Males and Females	24097068	NA	HG19/GRCh37	public	NA	NA	15.51018433	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST002223.hm3.sumstats.gz	-0.0969	0.0258	-3.7573	2e-4	0.1495	0.0293	0.92490000000000006	0.0438	-0.0069	0.0078	ebi-a-GCST002223	HDL cholesterol	NA	NA	NA	NA	0	Willer CJ	2013	NA	1	94595	2418527	European	NA	24097068	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST000755.hm3.sumstats.gz	0.1074	0.0278	3.8596	1e-4	0.1056	0.0192	0.923	0.0418	0.0046	0.007	ebi-a-GCST000755	HDL cholesterol	NA	NA	NA	NA	0	Teslovich TM	2010	NA	1	99900	2634374	European	NA	20686565	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST000760.hm3.sumstats.gz	-0.0181	0.0205	-0.8842	0.3766	0.1158	0.0197	0.9141	0.0296	-6e-4	0.0066	ebi-a-GCST000760	Cholesterol, total	NA	NA	NA	NA	0	Teslovich TM	2010	NA	1	100184	2634921	European	NA	20686565	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST008046.hm3.sumstats.gz	0.1096	0.0319	3.4367	6e-4	0.2314	0.061	1.0482	0.0104	-0.0036	0.0064	ebi-a-GCST008046	Triglyceride levels	NA	NA	NA	NA	0	Wojcik GL	2019	NA	1	17856	31738158	Hispanic or Latin American	NA	31217584	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST008037.hm3.sumstats.gz	0.0367	0.0525	0.6985	0.4849	0.1076	0.057	1.0764	0.0191	-0.0026	0.0073	ebi-a-GCST008037	Low density lipoprotein cholesterol levels	NA	NA	NA	NA	0	Wojcik GL	2019	NA	1	17373	31570140	Hispanic or Latin American	NA	31217584	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1056.hm3.sumstats.gz	0.0767	0.0302	2.5423	0.011	0.0856	0.0102	1.0103	0.0103	-0.0078	0.0072	ieu-a-1056	Heart rate	Hemodynamic	92% European	Risk factor	HRgene consortium	1	den Hoed M	2013	beats per minute	1	92355	2516790	Mixed	Males and Females	23583979	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST001969.hm3.sumstats.gz	0.0779	0.0303	2.5695	0.0102	1.177	0.1365	1.0087	0.0098	-0.0085	0.007	ebi-a-GCST001969	Heart rate	NA	NA	NA	NA	0	den Hoed M	2013	NA	1	6568	2509623	South Asian	NA	23583979	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST000568.hm3.sumstats.gz	0.0816	0.0341	2.3932	0.0167	0.101	0.0222	0.9948	0.01	-0.0038	0.0071	ebi-a-GCST000568	Fasting blood glucose	NA	NA	NA	NA	0	Dupuis J	2010	NA	1	46186	2445760	European	NA	20081858	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1052.hm3.sumstats.gz	0.1759	0.0742	2.3725	0.0177	0.1149	0.0552	1.0756	0.0206	-0.017	0.0095	ieu-a-1052	Transferrin	Metal	Effect allele frequencies are missing	Risk factor	GIS	1	Benyamin	2014	SD	1	23986	2104242	European	Males and Females	25352340	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1008.hm3.sumstats.gz	0.068	0.0262	2.5905	0.0096	0.1135	0.0115	0.9914	0.01	-4e-4	0.0066	ieu-a-1008	Platelet count	Haemotological	NA	Risk factor	HaemGen	1	Gieger C	2011	1x10^9/l	1	66867	2703394	European	Males and Females	22139419	NA	HG19/GRCh37	public	NA	NA	59.934	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-K11_GALLBILPANC.hm3.sumstats.gz	0.3456	0.0356	9.6938	3.2037999999999997e-22	0.0151	0.0018	1.0321	0.0095	0.0194	0.0076	ukb-d-K11_GALLBILPANC	Disorders of gallbladder, biliary tract and pancreas	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	13922	347272	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-22619_0.hm3.sumstats.gz	0.3339	0.046	7.2523	4.0967e-13	0.0319	0.0056	1.0039	0.0068	0.0231	0.0073	ukb-d-22619_0	Breathing problems responsible for leaving job: No	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	91149	12180564	European	Males and Females	NA	NA	HG19/GRCh37	public	5412	85737	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST008045.hm3.sumstats.gz	0.0297	0.0424	0.7018	0.4828	0.1636	0.0501	1.0754	0.0135	-0.0054	0.0073	ebi-a-GCST008045	Total cholesterol levels	NA	NA	NA	NA	0	Wojcik GL	2019	NA	1	17802	31763238	Hispanic or Latin American	NA	31217584	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST90002293.hm3.sumstats.gz	0.0423	0.0291	1.4545	0.1458	0.0657	0.0186	1.0667	0.0139	7e-4	0.0063	ebi-a-GCST90002293	Basophil count	NA	NA	NA	NA	0	Chen MH	2020	NA	1	81042	14991685	East Asian	NA	32888493	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-11268.hm3.sumstats.gz	0.186	0.026	7.1685	7.5829e-13	0.0257	0.0028	1.0485	0.0223	0.0147	0.0078	ukb-b-11268	Treatment/medication code: simvastatin	NA	20003#1140861958: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	462933	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	52427	410506	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-27.hm3.sumstats.gz	0.1801	0.0304	5.9328	2.9788e-9	0.0308	0.0028	1.0386	0.0086	0.0188	0.0074	ukb-a-27	Average weekly champagne plus white wine intake	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	240864	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-30.hm3.sumstats.gz	0.1016	0.0218	4.6534	3.2651e-6	0.4941	0.0608	1.0258	0.0125	-0.0027	0.0064	ieu-a-30	Crohn's disease	Autoimmune / inflammatory	NA	Disease	IIBDGC	1	Liu	2015	log odds	1	20883	12276506	European	Males and Females	26192919	NA	HG19/GRCh37	public	5956	14927	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-22616_1.hm3.sumstats.gz	0.3976	0.0507	7.8403	4.4937e-15	0.0296	0.0054	1.0084	0.007	0.0253	0.0072	ukb-d-22616_1	Breathing problems during period of job: Yes	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	91149	12558073	European	Males and Females	NA	NA	HG19/GRCh37	public	6697	84452	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004132.hm3.sumstats.gz	0.1148	0.0201	5.7186	1.0742e-8	0.4498	0.055	1.096	0.0188	-0.0088	0.0072	ebi-a-GCST004132	Crohn's disease	NA	NA	NA	NA	0	de Lange KM	2017	logOR	1	40266	9457998	Mixed	NA	28067908	NA	HG19/GRCh37	public	12194	28072	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1284.hm3.sumstats.gz	0.0249	0.0224	1.1124	0.266	0.0832	0.0094	1.1496	0.0157	-0.0149	0.0083	ieu-a-1284	Estimated glomerular filtration rate (eGFR)	NA	NA	Risk factor	Biobank Japan Project	1	Kanai	2018	NA	1	143658	5961601	East Asian	Males and Females	29403010	NA	HG19/GRCh37	public	NA	NA	NA	NA
