"field_name"	"rls"	"Path"	"Category"	"Field"	"Participants"	"Items"	"Stability"	"ValueType"	"Units"	"ItemType"	"Strata"	"Sexed"	"Instances"	"Array"	"Coding"	"Notes"	"Link"	"category"	"field_tag"	"fields_used"
26719	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation"	191	"Volume of Midbrain (whole brain)"	40098	41470	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of Midbrain in the whole brain generated by subcortical volumetric sub-segmentation of the Brainstem"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26719"	"Desikan atlas subcortical sub-regions"	"26719"	"26719"
26720	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation"	191	"Volume of Whole-brainstem (whole brain)"	40098	41470	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of Whole-brainstem in the whole brain generated by subcortical volumetric sub-segmentation of the Brainstem"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26720"	"Desikan atlas subcortical sub-regions"	"26720"	"26720"
26721	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of TotalSurface (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of TotalSurface in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26721"	"Desikan atlas cortical measures"	"267212.0.lnr"	"267212.0.lnr"
26722	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of bankssts (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of bankssts in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26722"	"Desikan atlas cortical measures"	"267222.0.lnr"	"267222.0.lnr"
26723	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of caudalanteriorcingulate (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of caudalanteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26723"	"Desikan atlas cortical measures"	"267232.0.lnr"	"267232.0.lnr"
26724	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of caudalmiddlefrontal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of caudalmiddlefrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26724"	"Desikan atlas cortical measures"	"267242.0.lnr"	"267242.0.lnr"
26725	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of cuneus (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of cuneus in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26725"	"Desikan atlas cortical measures"	"267252.0.lnr"	"267252.0.lnr"
26726	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of entorhinal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of entorhinal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26726"	"Desikan atlas cortical measures"	"267262.0.lnr"	"267262.0.lnr"
26727	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of fusiform (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of fusiform in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26727"	"Desikan atlas cortical measures"	"267272.0.lnr"	"267272.0.lnr"
26728	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of inferiorparietal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of inferiorparietal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26728"	"Desikan atlas cortical measures"	"267282.0.lnr"	"267282.0.lnr"
26729	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of inferiortemporal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of inferiortemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26729"	"Desikan atlas cortical measures"	"267292.0.lnr"	"267292.0.lnr"
26730	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of isthmuscingulate (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of isthmuscingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26730"	"Desikan atlas cortical measures"	"267302.0.lnr"	"267302.0.lnr"
26731	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of lateraloccipital (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of lateraloccipital in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26731"	"Desikan atlas cortical measures"	"267312.0.lnr"	"267312.0.lnr"
26732	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of lateralorbitofrontal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of lateralorbitofrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26732"	"Desikan atlas cortical measures"	"267322.0.lnr"	"267322.0.lnr"
26733	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of lingual (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of lingual in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26733"	"Desikan atlas cortical measures"	"267332.0.lnr"	"267332.0.lnr"
26734	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of medialorbitofrontal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of medialorbitofrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26734"	"Desikan atlas cortical measures"	"267342.0.lnr"	"267342.0.lnr"
26735	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of middletemporal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of middletemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26735"	"Desikan atlas cortical measures"	"267352.0.lnr"	"267352.0.lnr"
26736	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of parahippocampal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of parahippocampal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26736"	"Desikan atlas cortical measures"	"267362.0.lnr"	"267362.0.lnr"
26737	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of paracentral (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of paracentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26737"	"Desikan atlas cortical measures"	"267372.0.lnr"	"267372.0.lnr"
26738	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of parsopercularis (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of parsopercularis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26738"	"Desikan atlas cortical measures"	"267382.0.lnr"	"267382.0.lnr"
26739	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of parsorbitalis (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of parsorbitalis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26739"	"Desikan atlas cortical measures"	"267392.0.lnr"	"267392.0.lnr"
26740	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of parstriangularis (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of parstriangularis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26740"	"Desikan atlas cortical measures"	"267402.0.lnr"	"267402.0.lnr"
26741	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of pericalcarine (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of pericalcarine in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26741"	"Desikan atlas cortical measures"	"267412.0.lnr"	"267412.0.lnr"
26742	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of postcentral (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of postcentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26742"	"Desikan atlas cortical measures"	"267422.0.lnr"	"267422.0.lnr"
26743	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of posteriorcingulate (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of posteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26743"	"Desikan atlas cortical measures"	"267432.0.lnr"	"267432.0.lnr"
26744	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of precentral (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of precentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26744"	"Desikan atlas cortical measures"	"267442.0.lnr"	"267442.0.lnr"
26745	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of precuneus (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of precuneus in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26745"	"Desikan atlas cortical measures"	"267452.0.lnr"	"267452.0.lnr"
26746	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of rostralanteriorcingulate (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of rostralanteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26746"	"Desikan atlas cortical measures"	"267462.0.lnr"	"267462.0.lnr"
26747	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of rostralmiddlefrontal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of rostralmiddlefrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26747"	"Desikan atlas cortical measures"	"267472.0.lnr"	"267472.0.lnr"
26748	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of superiorfrontal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of superiorfrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26748"	"Desikan atlas cortical measures"	"267482.0.lnr"	"267482.0.lnr"
26749	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of superiorparietal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of superiorparietal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26749"	"Desikan atlas cortical measures"	"267492.0.lnr"	"267492.0.lnr"
26750	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of superiortemporal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of superiortemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26750"	"Desikan atlas cortical measures"	"267502.0.lnr"	"267502.0.lnr"
26751	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of supramarginal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of supramarginal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26751"	"Desikan atlas cortical measures"	"267512.0.lnr"	"267512.0.lnr"
26752	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of frontalpole (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of frontalpole in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26752"	"Desikan atlas cortical measures"	"267522.0.lnr"	"267522.0.lnr"
26753	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of transversetemporal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of transversetemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26753"	"Desikan atlas cortical measures"	"267532.0.lnr"	"267532.0.lnr"
26754	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Area of insula (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm2"	"Data"	"Derived"	"Unisex"	2	1	NA	"Area of insula in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26754"	"Desikan atlas cortical measures"	"267542.0.lnr"	"267542.0.lnr"
26755	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of GlobalMeanMean thickness (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of GlobalMeanMean thickness in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26755"	"Desikan atlas cortical measures"	"267552.0.lnr"	"267552.0.lnr"
26756	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of bankssts (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of bankssts in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26756"	"Desikan atlas cortical measures"	"267562.0.lnr"	"267562.0.lnr"
26757	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of caudalanteriorcingulate (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of caudalanteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26757"	"Desikan atlas cortical measures"	"267572.0.lnr"	"267572.0.lnr"
26758	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of caudalmiddlefrontal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of caudalmiddlefrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26758"	"Desikan atlas cortical measures"	"267582.0.lnr"	"267582.0.lnr"
26759	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of cuneus (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of cuneus in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26759"	"Desikan atlas cortical measures"	"267592.0.lnr"	"267592.0.lnr"
26760	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of entorhinal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of entorhinal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26760"	"Desikan atlas cortical measures"	"267602.0.lnr"	"267602.0.lnr"
26761	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of fusiform (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of fusiform in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26761"	"Desikan atlas cortical measures"	"267612.0.lnr"	"267612.0.lnr"
26762	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of inferiorparietal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of inferiorparietal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26762"	"Desikan atlas cortical measures"	"267622.0.lnr"	"267622.0.lnr"
26763	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of inferiortemporal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of inferiortemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26763"	"Desikan atlas cortical measures"	"267632.0.lnr"	"267632.0.lnr"
26764	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of isthmuscingulate (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of isthmuscingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26764"	"Desikan atlas cortical measures"	"267642.0.lnr"	"267642.0.lnr"
26765	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of lateraloccipital (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of lateraloccipital in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26765"	"Desikan atlas cortical measures"	"267652.0.lnr"	"267652.0.lnr"
26766	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of lateralorbitofrontal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of lateralorbitofrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26766"	"Desikan atlas cortical measures"	"267662.0.lnr"	"267662.0.lnr"
26767	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of lingual (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of lingual in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26767"	"Desikan atlas cortical measures"	"267672.0.lnr"	"267672.0.lnr"
26768	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of medialorbitofrontal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of medialorbitofrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26768"	"Desikan atlas cortical measures"	"267682.0.lnr"	"267682.0.lnr"
26769	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of middletemporal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of middletemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26769"	"Desikan atlas cortical measures"	"267692.0.lnr"	"267692.0.lnr"
26770	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of parahippocampal (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of parahippocampal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26770"	"Desikan atlas cortical measures"	"267702.0.lnr"	"267702.0.lnr"
26771	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of paracentral (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of paracentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26771"	"Desikan atlas cortical measures"	"267712.0.lnr"	"267712.0.lnr"
26772	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white"	192	"Mean thickness of parsopercularis (left hemisphere)"	40098	41470	"Accruing"	"Continuous"	"mm"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean thickness of parsopercularis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26772"	"Desikan atlas cortical measures"	"267722.0.lnr"	"267722.0.lnr"
